,index,Event,Recruit,Walk On,Tryout,College,Team,Recruit numeric,Walk On numeric,Tryout numeric
2706,3,800m,2:11,,2:14,The University of Tennessee-Knoxville,womens,131.0,,134.0
2707,4,400m,53.25,,53.75,The University of Tennessee-Knoxville,womens,53.25,,53.75
2708,5,300m H,43.10,,44.50,The University of Tennessee-Knoxville,womens,43.1,,44.5
2709,6,200m,23.75,,24.00,The University of Tennessee-Knoxville,womens,23.75,,24.0
2710,7,100m,11.50,,11.60,The University of Tennessee-Knoxville,womens,11.5,,11.6
2711,8,100m H,14.00,,14.50,The University of Tennessee-Knoxville,womens,14.0,,14.5
2712,9,Discus,160' 0,,150' 0,The University of Tennessee-Knoxville,womens,1920.0,,1800.0
2713,10,Hammer,180' 0,,170' 0,The University of Tennessee-Knoxville,womens,2160.0,,2040.0
2714,11,High Jump,5' 10,,5' 7,The University of Tennessee-Knoxville,womens,70.0,,67.0
2715,12,Javelin,155' 0,,145' 0,The University of Tennessee-Knoxville,womens,1860.0,,1740.0
2716,13,Long Jump,19' 8,,19' 0,The University of Tennessee-Knoxville,womens,236.0,,228.0
2717,14,Pole Vault,12' 6,,12' 3,The University of Tennessee-Knoxville,womens,150.0,,147.0
2718,15,Shot Put,48' 0,,45' 0,The University of Tennessee-Knoxville,womens,576.0,,540.0
2719,16,Triple Jump,40' 8,,40' 0,The University of Tennessee-Knoxville,womens,488.0,,480.0
2720,0,5K XC,14:51,15:22,15:52,The University of Texas at Austin,mens,891.0,922.0,952.0
2721,1,3200m,9:04,9:16,9:25,The University of Texas at Austin,mens,544.0,556.0,565.0
2722,2,1600m,4:14,4:18,4:20,The University of Texas at Austin,mens,254.0,258.0,260.0
2723,3,800m,1:53,1:56,1:59,The University of Texas at Austin,mens,113.0,116.0,119.0
2724,4,400m,46.87,48.72,50.17,The University of Texas at Austin,mens,46.87,48.72,50.17
2725,5,300m H,36.24,37.66,38.71,The University of Texas at Austin,mens,36.24,37.66,38.71
2726,6,200m,20.77,21.62,22.22,The University of Texas at Austin,mens,20.77,21.62,22.22
2727,7,110m H,13.72,14.09,14.61,The University of Texas at Austin,mens,13.72,14.09,14.61
2728,8,100m,10.60,10.72,11.02,The University of Texas at Austin,mens,10.6,10.72,11.02
2729,9,Discus,204' 3,191' 3,181' 0,The University of Texas at Austin,mens,2451.0,2295.0,2172.0
2730,10,High Jump,6' 10,6' 7,6' 0,The University of Texas at Austin,mens,82.0,79.0,72.0
2731,11,Javelin,195' 9,182' 1,170' 4,The University of Texas at Austin,mens,2349.0,2185.0,2044.0
2732,12,Long Jump,24' 6,22' 11,20' 8,The University of Texas at Austin,mens,294.0,275.0,248.0
2733,13,Pole Vault,16' 7,15' 8,14' 3,The University of Texas at Austin,mens,199.0,188.0,171.0
2734,14,Shot Put,62' 10,60' 2,56' 2,The University of Texas at Austin,mens,754.0,722.0,674.0
2735,15,Triple Jump,49' 6,45' 6,39' 9,The University of Texas at Austin,mens,594.0,546.0,477.0
2736,0,5K XC,17:42,18:32,19:51,The University of Texas at Austin,womens,1062.0,1112.0,1191.0
2737,1,3200m,10:38,10:53,11:15,The University of Texas at Austin,womens,638.0,653.0,675.0
2738,2,1600m,4:55,5:04,5:14,The University of Texas at Austin,womens,295.0,304.0,314.0
2739,3,800m,2:10,2:15,2:26,The University of Texas at Austin,womens,130.0,135.0,146.0
2740,4,400m,54.69,55.93,58.69,The University of Texas at Austin,womens,54.69,55.93,58.69
2741,5,300m H,41.15,42.94,45.40,The University of Texas at Austin,womens,41.15,42.94,45.4
2742,6,200m,23.43,24.38,25.18,The University of Texas at Austin,womens,23.43,24.38,25.18
2743,7,100m,11.35,12.19,13.18,The University of Texas at Austin,womens,11.35,12.19,13.18
2744,8,100m H,13.34,13.86,14.73,The University of Texas at Austin,womens,13.34,13.86,14.73
2745,9,Discus,160' 9,153' 1,146' 5,The University of Texas at Austin,womens,1929.0,1837.0,1757.0
2746,10,High Jump,5' 7,5' 5,5' 1,The University of Texas at Austin,womens,67.0,65.0,61.0
2747,11,Javelin,161' 9,150' 6,143' 2,The University of Texas at Austin,womens,1941.0,1806.0,1718.0
2748,12,Long Jump,19' 11,18' 4,16' 8,The University of Texas at Austin,womens,239.0,220.0,200.0
2749,13,Pole Vault,13' 6,12' 9,11' 6,The University of Texas at Austin,womens,162.0,153.0,138.0
2750,14,Shot Put,45' 10,44' 3,40' 4,The University of Texas at Austin,womens,550.0,531.0,484.0
2751,15,Triple Jump,41' 3,37' 6,34' 7,The University of Texas at Austin,womens,495.0,450.0,415.0
2752,0,5K XC,17:09,18:18,19:48,The University of the South,mens,1029.0,1098.0,1188.0
2753,1,3200m,10:10,10:30,10:47,The University of the South,mens,610.0,630.0,647.0
2754,2,1600m,4:48,4:51,4:57,The University of the South,mens,288.0,291.0,297.0
2755,3,800m,2:04,2:11,2:15,The University of the South,mens,124.0,131.0,135.0
2756,4,400m,51.70,54.21,56.48,The University of the South,mens,51.7,54.21,56.48
2757,5,300m H,40.02,41.93,43.20,The University of the South,mens,40.02,41.93,43.2
2758,6,200m,22.77,23.70,23.96,The University of the South,mens,22.77,23.7,23.96
2759,7,110m H,14.71,15.35,15.96,The University of the South,mens,14.71,15.35,15.96
2760,8,100m,11.13,11.31,11.58,The University of the South,mens,11.13,11.31,11.58
2761,0,5K XC,20:42,22:18,23:42,The University of the South,womens,1242.0,1338.0,1422.0
2762,1,3200m,12:19,12:25,12:38,The University of the South,womens,739.0,745.0,758.0
2763,2,1600m,5:43,5:57,6:23,The University of the South,womens,343.0,357.0,383.0
2764,3,800m,2:30,2:33,2:41,The University of the South,womens,150.0,153.0,161.0
2765,4,400m,1:05,1:08,1:11,The University of the South,womens,65.0,68.0,71.0
2766,5,200m,27.19,28.20,28.96,The University of the South,womens,27.19,28.2,28.96
2767,6,100m,13.06,13.87,14.35,The University of the South,womens,13.06,13.87,14.35
2768,7,100m H,16.53,17.41,18.21,The University of the South,womens,16.53,17.41,18.21
2769,0,5K XC,16:41,17:58,19:45,Trinity College,mens,1001.0,1078.0,1185.0
2770,1,3200m,9:56,10:17,10:43,Trinity College,mens,596.0,617.0,643.0
2771,2,1600m,4:30,4:43,4:59,Trinity College,mens,270.0,283.0,299.0
2772,3,800m,1:58,2:05,2:08,Trinity College,mens,118.0,125.0,128.0
2773,4,400m,51.41,51.83,52.24,Trinity College,mens,51.41,51.83,52.24
2774,5,300m H,42.51,42.95,43.24,Trinity College,mens,42.51,42.95,43.24
2775,6,200m,22.63,22.93,23.04,Trinity College,mens,22.63,22.93,23.04
2776,7,110m H,15.40,16.20,16.69,Trinity College,mens,15.4,16.2,16.69
2777,8,100m,11.22,11.56,12.07,Trinity College,mens,11.22,11.56,12.07
2778,0,5K XC,19:44,20:59,22:46,Trinity College,womens,1184.0,1259.0,1366.0
2779,1,3200m,12:09,12:45,12:59,Trinity College,womens,729.0,765.0,779.0
2780,2,1600m,5:32,5:41,5:55,Trinity College,womens,332.0,341.0,355.0
2781,3,800m,2:23,2:29,2:45,Trinity College,womens,143.0,149.0,165.0
2782,4,400m,1:00,1:02,1:04,Trinity College,womens,60.0,62.0,64.0
2783,5,300m H,47.54,48.73,49.79,Trinity College,womens,47.54,48.73,49.79
2784,6,200m,26.86,28.02,29.21,Trinity College,womens,26.86,28.02,29.21
2785,7,100m,13.14,13.55,13.78,Trinity College,womens,13.14,13.55,13.78
2786,8,100m H,15.60,17.16,17.74,Trinity College,womens,15.6,17.16,17.74
2787,9,Long Jump,16' 11,15' 11,13' 11,Trinity College,womens,203.0,191.0,167.0
2788,10,Triple Jump,36' 2,34' 8,31' 8,Trinity College,womens,434.0,416.0,380.0
2789,0,5K XC,16:07,16:52,18:12,Tufts University,mens,967.0,1012.0,1092.0
2790,1,3200m,9:39,9:56,10:12,Tufts University,mens,579.0,596.0,612.0
2791,2,1600m,4:26,4:33,4:43,Tufts University,mens,266.0,273.0,283.0
2792,3,800m,1:56,1:59,2:08,Tufts University,mens,116.0,119.0,128.0
2793,4,400m,50.94,53.10,55.52,Tufts University,mens,50.94,53.1,55.52
2794,5,300m H,40.19,42.53,44.34,Tufts University,mens,40.19,42.53,44.34
2795,6,200m,22.94,23.49,23.97,Tufts University,mens,22.94,23.49,23.97
2796,7,110m H,15.08,15.54,16.16,Tufts University,mens,15.08,15.54,16.16
2797,8,100m,11.35,11.75,12.50,Tufts University,mens,11.35,11.75,12.5
2798,9,Discus,148' 4,147' 1,143' 10,Tufts University,mens,1780.0,1765.0,1726.0
2799,10,High Jump,6' 3,5' 11,5' 4,Tufts University,mens,75.0,71.0,64.0
2800,11,Long Jump,22' 4,21' 0,19' 2,Tufts University,mens,268.0,252.0,230.0
2801,12,Pole Vault,14' 0,13' 2,12' 6,Tufts University,mens,168.0,158.0,150.0
2802,13,Shot Put,50' 2,48' 7,47' 0,Tufts University,mens,602.0,583.0,564.0
2803,14,Triple Jump,43' 6,41' 9,38' 7,Tufts University,mens,522.0,501.0,463.0
2804,0,5K XC,19:10,20:27,22:06,Tufts University,womens,1150.0,1227.0,1326.0
2805,1,3200m,11:24,11:44,12:07,Tufts University,womens,684.0,704.0,727.0
2806,2,1600m,5:15,5:26,5:40,Tufts University,womens,315.0,326.0,340.0
2807,3,800m,2:19,2:24,2:31,Tufts University,womens,139.0,144.0,151.0
2808,4,400m,59.14,1:00,1:01,Tufts University,womens,59.14,60.0,61.0
2809,5,300m H,46.84,48.74,50.00,Tufts University,womens,46.84,48.74,50.0
2810,6,200m,26.87,27.76,28.79,Tufts University,womens,26.87,27.76,28.79
2811,7,100m,12.94,13.52,14.12,Tufts University,womens,12.94,13.52,14.12
2812,8,100m H,15.85,16.32,16.66,Tufts University,womens,15.85,16.32,16.66
2813,9,Discus,118' 2,111' 3,98' 7,Tufts University,womens,1418.0,1335.0,1183.0
2814,10,High Jump,5' 4,5' 2,5' 0,Tufts University,womens,64.0,62.0,60.0
2815,11,Javelin,117' 3,98' 3,84' 2,Tufts University,womens,1407.0,1179.0,1010.0
2816,12,Long Jump,17' 4,16' 6,15' 2,Tufts University,womens,208.0,198.0,182.0
2817,13,Pole Vault,11' 9,10' 11,10' 6,Tufts University,womens,141.0,131.0,126.0
2818,14,Shot Put,31' 11,29' 2,23' 7,Tufts University,womens,383.0,350.0,283.0
2819,15,Triple Jump,36' 5,34' 2,28' 6,Tufts University,womens,437.0,410.0,342.0
2820,0,5K XC,16:14,17:03,17:39,Tulane University of Louisiana,mens,974.0,1023.0,1059.0
2821,1,3200m,9:46,10:14,10:26,Tulane University of Louisiana,mens,586.0,614.0,626.0
2822,2,1600m,4:24,4:39,4:50,Tulane University of Louisiana,mens,264.0,279.0,290.0
2823,3,800m,1:57,2:04,2:10,Tulane University of Louisiana,mens,117.0,124.0,130.0
2824,4,400m,52.93,53.20,53.93,Tulane University of Louisiana,mens,52.93,53.2,53.93
2825,5,300m H,38.55,39.53,40.56,Tulane University of Louisiana,mens,38.55,39.53,40.56
2826,6,200m,21.72,22.68,23.30,Tulane University of Louisiana,mens,21.72,22.68,23.3
2827,7,110m H,14.46,14.87,15.25,Tulane University of Louisiana,mens,14.46,14.87,15.25
2828,8,100m,10.84,11.17,11.49,Tulane University of Louisiana,mens,10.84,11.17,11.49
2829,0,5K XC,18:47,19:34,20:12,Tulane University of Louisiana,womens,1127.0,1174.0,1212.0
2830,1,3200m,10:49,11:16,11:44,Tulane University of Louisiana,womens,649.0,676.0,704.0
2831,2,1600m,5:08,5:13,5:26,Tulane University of Louisiana,womens,308.0,313.0,326.0
2832,3,800m,2:14,2:18,2:19,Tulane University of Louisiana,womens,134.0,138.0,139.0
2833,4,400m,55.27,58.62,1:02,Tulane University of Louisiana,womens,55.27,58.62,62.0
2834,5,300m H,46.29,47.13,50.93,Tulane University of Louisiana,womens,46.29,47.13,50.93
2835,6,200m,24.12,26.14,28.25,Tulane University of Louisiana,womens,24.12,26.14,28.25
2836,7,100m,11.67,12.70,13.25,Tulane University of Louisiana,womens,11.67,12.7,13.25
2837,8,100m H,14.76,15.43,16.41,Tulane University of Louisiana,womens,14.76,15.43,16.41
2838,9,Discus,129' 8,128' 5,120' 2,Tulane University of Louisiana,womens,1556.0,1541.0,1442.0
2839,10,High Jump,5' 4,5' 2,5' 0,Tulane University of Louisiana,womens,64.0,62.0,60.0
2840,11,Javelin,123' 9,120' 7,106' 7,Tulane University of Louisiana,womens,1485.0,1447.0,1279.0
2841,12,Long Jump,18' 2,18' 1,17' 10,Tulane University of Louisiana,womens,218.0,217.0,214.0
2842,13,Pole Vault,12' 9,12' 4,11' 1,Tulane University of Louisiana,womens,153.0,148.0,133.0
2843,14,Triple Jump,38' 2,37' 3,34' 10,Tulane University of Louisiana,womens,458.0,447.0,418.0
2844,0,5K XC,17:45,18:54,20:16,Union College,mens,1065.0,1134.0,1216.0
2845,1,3200m,10:22,11:03,11:59,Union College,mens,622.0,663.0,719.0
2846,2,1600m,4:46,4:51,4:54,Union College,mens,286.0,291.0,294.0
2847,3,800m,1:58,2:04,2:11,Union College,mens,118.0,124.0,131.0
2848,4,400m,52.01,53.10,53.97,Union College,mens,52.01,53.1,53.97
2849,5,300m H,41.41,42.46,43.62,Union College,mens,41.41,42.46,43.62
2850,6,200m,23.34,24.49,25.29,Union College,mens,23.34,24.49,25.29
2851,7,110m H,15.25,16.40,16.69,Union College,mens,15.25,16.4,16.69
2852,8,100m,12.04,12.29,12.42,Union College,mens,12.04,12.29,12.42
2853,0,5K XC,20:33,21:51,22:51,Union College,womens,1233.0,1311.0,1371.0
2854,1,3200m,12:22,13:25,14:01,Union College,womens,742.0,805.0,841.0
2855,2,1600m,5:28,5:58,6:06,Union College,womens,328.0,358.0,366.0
2856,3,800m,2:22,2:26,2:29,Union College,womens,142.0,146.0,149.0
2857,4,400m,59.97,1:02,1:05,Union College,womens,59.97,62.0,65.0
2858,5,300m H,49.01,49.93,51.68,Union College,womens,49.01,49.93,51.68
2859,6,200m,26.87,27.84,28.58,Union College,womens,26.87,27.84,28.58
2860,7,100m,13.06,13.27,13.71,Union College,womens,13.06,13.27,13.71
2861,8,100m H,16.55,17.24,17.70,Union College,womens,16.55,17.24,17.7
2862,0,5K XC,15:14,15:51,16:40,United States Air Force Academy,mens,914.0,951.0,1000.0
2863,1,3200m,9:14,9:27,9:43,United States Air Force Academy,mens,554.0,567.0,583.0
2864,2,1600m,4:18,4:24,4:29,United States Air Force Academy,mens,258.0,264.0,269.0
2865,3,800m,1:54,1:57,1:59,United States Air Force Academy,mens,114.0,117.0,119.0
2866,4,400m,48.86,51.86,54.73,United States Air Force Academy,mens,48.86,51.86,54.73
2867,5,300m H,37.98,39.06,39.72,United States Air Force Academy,mens,37.98,39.06,39.72
2868,6,200m,21.75,22.49,24.14,United States Air Force Academy,mens,21.75,22.49,24.14
2869,7,110m H,13.90,14.80,15.40,United States Air Force Academy,mens,13.9,14.8,15.4
2870,8,100m,10.72,10.97,11.28,United States Air Force Academy,mens,10.72,10.97,11.28
2871,9,Discus,170' 4,158' 8,138' 6,United States Air Force Academy,mens,2044.0,1904.0,1662.0
2872,10,High Jump,6' 8,6' 0,5' 6,United States Air Force Academy,mens,80.0,72.0,66.0
2873,11,Javelin,197' 1,187' 3,178' 1,United States Air Force Academy,mens,2365.0,2247.0,2137.0
2874,12,Long Jump,22' 10,21' 10,21' 1,United States Air Force Academy,mens,274.0,262.0,253.0
2875,13,Pole Vault,16' 6,15' 7,14' 3,United States Air Force Academy,mens,198.0,187.0,171.0
2876,14,Shot Put,49' 7,48' 3,46' 7,United States Air Force Academy,mens,595.0,579.0,559.0
2877,15,Triple Jump,45' 9,44' 8,42' 5,United States Air Force Academy,mens,549.0,536.0,509.0
2878,0,5K XC,18:13,18:56,19:41,United States Air Force Academy,womens,1093.0,1136.0,1181.0
2879,1,3200m,11:06,11:14,11:24,United States Air Force Academy,womens,666.0,674.0,684.0
2880,2,1600m,5:01,5:10,5:19,United States Air Force Academy,womens,301.0,310.0,319.0
2881,3,800m,2:14,2:18,2:25,United States Air Force Academy,womens,134.0,138.0,145.0
2882,4,400m,57.86,1:01,1:04,United States Air Force Academy,womens,57.86,61.0,64.0
2883,5,300m H,44.84,46.46,48.19,United States Air Force Academy,womens,44.84,46.46,48.19
2884,6,200m,26.02,26.61,27.90,United States Air Force Academy,womens,26.02,26.61,27.9
2885,7,100m,12.18,12.69,12.82,United States Air Force Academy,womens,12.18,12.69,12.82
2886,8,100m H,14.65,15.48,16.04,United States Air Force Academy,womens,14.65,15.48,16.04
2887,9,High Jump,5' 3,5' 0,4' 8,United States Air Force Academy,womens,63.0,60.0,56.0
2888,10,Long Jump,18' 6,17' 1,16' 4,United States Air Force Academy,womens,222.0,205.0,196.0
2889,11,Pole Vault,12' 0,11' 5,10' 10,United States Air Force Academy,womens,144.0,137.0,130.0
2890,12,Triple Jump,38' 4,36' 7,35' 8,United States Air Force Academy,womens,460.0,439.0,428.0
2891,0,5K XC,15:24,15:51,16:40,United States Military Academy,mens,924.0,951.0,1000.0
2892,1,3200m,9:18,9:28,9:37,United States Military Academy,mens,558.0,568.0,577.0
2893,2,1600m,4:18,4:22,4:28,United States Military Academy,mens,258.0,262.0,268.0
2894,3,800m,1:54,1:56,1:59,United States Military Academy,mens,114.0,116.0,119.0
2895,4,400m,49.72,51.21,52.62,United States Military Academy,mens,49.72,51.21,52.62
2896,5,300m H,38.27,39.11,39.81,United States Military Academy,mens,38.27,39.11,39.81
2897,6,200m,21.94,22.55,23.00,United States Military Academy,mens,21.94,22.55,23.0
2898,7,110m H,14.34,14.57,14.84,United States Military Academy,mens,14.34,14.57,14.84
2899,8,100m,10.85,11.30,11.77,United States Military Academy,mens,10.85,11.3,11.77
2900,9,Discus,167' 8,156' 5,142' 0,United States Military Academy,mens,2012.0,1877.0,1704.0
2901,10,High Jump,6' 6,6' 4,6' 1,United States Military Academy,mens,78.0,76.0,73.0
2902,11,Javelin,186' 6,174' 6,159' 0,United States Military Academy,mens,2238.0,2094.0,1908.0
2903,12,Long Jump,22' 8,21' 8,20' 4,United States Military Academy,mens,272.0,260.0,244.0
2904,13,Pole Vault,16' 0,15' 3,14' 6,United States Military Academy,mens,192.0,183.0,174.0
2905,14,Shot Put,51' 9,48' 10,46' 6,United States Military Academy,mens,621.0,586.0,558.0
2906,15,Triple Jump,45' 0,43' 1,42' 1,United States Military Academy,mens,540.0,517.0,505.0
2907,0,5K XC,18:19,19:04,20:03,United States Military Academy,womens,1099.0,1144.0,1203.0
2908,1,3200m,10:59,11:15,11:35,United States Military Academy,womens,659.0,675.0,695.0
2909,2,1600m,5:07,5:15,5:31,United States Military Academy,womens,307.0,315.0,331.0
2910,3,800m,2:15,2:20,2:26,United States Military Academy,womens,135.0,140.0,146.0
2911,4,400m,57.11,57.91,59.41,United States Military Academy,womens,57.11,57.91,59.41
2912,5,300m H,44.87,46.34,47.90,United States Military Academy,womens,44.87,46.34,47.9
2913,6,200m,25.11,25.94,26.52,United States Military Academy,womens,25.11,25.94,26.52
2914,7,100m,12.29,12.58,12.85,United States Military Academy,womens,12.29,12.58,12.85
2915,8,100m H,14.69,15.29,15.65,United States Military Academy,womens,14.69,15.29,15.65
2916,9,Discus,134' 1,122' 5,109' 4,United States Military Academy,womens,1609.0,1469.0,1312.0
2917,10,High Jump,5' 6,5' 2,4' 7,United States Military Academy,womens,66.0,62.0,55.0
2918,11,Javelin,124' 7,111' 10,106' 6,United States Military Academy,womens,1495.0,1342.0,1278.0
2919,12,Long Jump,17' 9,17' 0,15' 11,United States Military Academy,womens,213.0,204.0,191.0
2920,13,Pole Vault,12' 0,11' 4,10' 7,United States Military Academy,womens,144.0,136.0,127.0
2921,14,Shot Put,42' 2,37' 10,34' 9,United States Military Academy,womens,506.0,454.0,417.0
2922,15,Triple Jump,37' 5,36' 8,35' 6,United States Military Academy,womens,449.0,440.0,426.0
2923,0,5K XC,15:34,16:08,17:04,United States Naval Academy,mens,934.0,968.0,1024.0
2924,1,3200m,9:14,9:27,9:37,United States Naval Academy,mens,554.0,567.0,577.0
2925,2,1600m,4:16,4:23,4:29,United States Naval Academy,mens,256.0,263.0,269.0
2926,3,800m,1:53,1:56,1:58,United States Naval Academy,mens,113.0,116.0,118.0
2927,4,400m,48.98,51.07,52.51,United States Naval Academy,mens,48.98,51.07,52.51
2928,5,300m H,38.06,39.85,41.16,United States Naval Academy,mens,38.06,39.85,41.16
2929,6,200m,21.68,22.48,23.29,United States Naval Academy,mens,21.68,22.48,23.29
2930,7,110m H,14.46,15.04,15.54,United States Naval Academy,mens,14.46,15.04,15.54
2931,8,100m,10.75,11.31,11.68,United States Naval Academy,mens,10.75,11.31,11.68
2932,9,Discus,170' 0,154' 6,140' 7,United States Naval Academy,mens,2040.0,1854.0,1687.0
2933,10,High Jump,6' 7,6' 6,6' 5,United States Naval Academy,mens,79.0,78.0,77.0
2934,11,Javelin,200' 1,186' 0,168' 9,United States Naval Academy,mens,2401.0,2232.0,2025.0
2935,12,Long Jump,22' 6,21' 5,20' 5,United States Naval Academy,mens,270.0,257.0,245.0
2936,13,Pole Vault,16' 0,15' 3,14' 1,United States Naval Academy,mens,192.0,183.0,169.0
2937,14,Shot Put,55' 4,51' 7,48' 1,United States Naval Academy,mens,664.0,619.0,577.0
2938,15,Triple Jump,45' 1,43' 9,42' 8,United States Naval Academy,mens,541.0,525.0,512.0
2939,0,5K XC,18:40,19:20,20:13,United States Naval Academy,womens,1120.0,1160.0,1213.0
2940,1,3200m,10:56,11:09,11:17,United States Naval Academy,womens,656.0,669.0,677.0
2941,2,1600m,5:03,5:15,5:39,United States Naval Academy,womens,303.0,315.0,339.0
2942,3,800m,2:15,2:20,2:23,United States Naval Academy,womens,135.0,140.0,143.0
2943,4,400m,57.18,59.95,1:02,United States Naval Academy,womens,57.18,59.95,62.0
2944,5,300m H,44.12,46.40,47.84,United States Naval Academy,womens,44.12,46.4,47.84
2945,6,200m,25.23,26.71,28.36,United States Naval Academy,womens,25.23,26.71,28.36
2946,7,100m,12.09,12.46,13.24,United States Naval Academy,womens,12.09,12.46,13.24
2947,8,100m H,14.68,14.89,15.33,United States Naval Academy,womens,14.68,14.89,15.33
2948,9,Discus,128' 3,124' 4,113' 8,United States Naval Academy,womens,1539.0,1492.0,1364.0
2949,10,High Jump,5' 4,5' 3,5' 0,United States Naval Academy,womens,64.0,63.0,60.0
2950,11,Javelin,137' 0,127' 1,116' 9,United States Naval Academy,womens,1644.0,1525.0,1401.0
2951,12,Long Jump,18' 7,17' 7,16' 6,United States Naval Academy,womens,223.0,211.0,198.0
2952,13,Pole Vault,12' 1,11' 7,10' 11,United States Naval Academy,womens,145.0,139.0,131.0
2953,14,Shot Put,39' 7,38' 3,36' 10,United States Naval Academy,womens,475.0,459.0,442.0
2954,15,Triple Jump,38' 11,37' 3,35' 5,United States Naval Academy,womens,467.0,447.0,425.0
